,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
4739,US,"This unusually rich wine has it all: ripe, round citrus and peach fruit compounded with oaky notes of vanilla, toast and butter. There's none of that grassy, straw character you find in so many North Coast offerings. With its fine, spicy finish, it's one of the best Sauvignon Blancs of the vintage. Contains 9% Sémillon.",Limited Selection,90,20,California,Santa Ynez Valley,Central Coast,,,Gainey 1998 Limited Selection Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Gainey
4740,US,"This clear and bright cranberry-red wine sports a pungent nose with spice, cranberry, mocha and light cherry scents and flavors. Shows some interesting herbal nuances of thyme and oregano. Good focus in a fruit-forward style; tight and delicious with a pretty finish.",Ciel du Cheval,90,23,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Andrew Will 1999 Ciel du Cheval Sangiovese (Yakima Valley),Sangiovese,Andrew Will
4741,US,"It's hard to ripen Bordeaux red varietals in Monterey, but this was a good vintage and Mirassou has some good vineyards. The fruit is scented with blackberries and plums and even deeper notes of chocolate, espresso, and smoked meat. There's also a generous dose of oak. It drinks fine and dry, and captures that magical quality of finesse and elegance despite its size, which is considerable. A plush, opulent wine.",Harvest Reserve,90,18,California,California,California Other,,,Mirassou 1997 Harvest Reserve Merlot (California),Merlot,Mirassou
4742,US,"The big, powerful nose showcases blackberry, plum and brambly components. This tight, tannic, nicely constructed, ageworthy Cabernet features dark licorice streaks running through the long finish.",Klipsun Vineyard,90,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 1997 Klipsun Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Seven Hills
4743,US,"Lovely, fruity wine, with ripe apples and peaches dominating. But there's also plenty of toasty new oak and roasted hazelnuts. Soft and approachable, with a bright, hot finish.",,90,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Woodward Canyon 1999 Chardonnay (Columbia Valley (WA)),Chardonnay,Woodward Canyon
4744,US,"Spice and melons illuminate the nose; the wine displays amazing concentration, with deep, syrupy peach and apricot fruit, and a bit of sugar and toasted coconut in the finish. Good acid balance. It's still very young, but immediately delicious.",Ice Wine,90,19,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Kiona 1999 Ice Wine Chenin Blanc (Yakima Valley),Chenin Blanc,Kiona
4745,US,"This represents the winery's attempt to recreate a Côte Rôtie-like wine. It's very similar to the regular bottling, with lots of ripe, fancy fruit, but it's oakier, with 50% new American barrels. What really distinguishes it, though, is its balance. The only complaint, and it's a minor one, is that the tannins are so soft, and the acidity so low, that it's a bit flabby. Most people won't notice or care.",Winners Circle,90,25,California,Central Coast,Central Coast,,,Bridlewood 1998 Winners Circle Syrah (Central Coast),Syrah,Bridlewood
4746,US,"An exceptional wine from this historic producer. Very aromatic, with generous blueberry, chocolate, mint, mushroom, and sweet charred oak. Rich and full-bodied. The fruity ripeness is delicious and sweet. The mouthfeel is luscious and creamy, and it finishes with a slight tannic bite. Probably at its youthful best now.",,90,25,California,Chiles Valley,Napa,,,Louis M. Martini 1997 Merlot (Chiles Valley),Merlot,Louis M. Martini
4747,US,"This wine needs food so much, it practically cries out loud for it. It's like the essence of lemons and grapefruits, in a bone-dry, crisply tart package that makes the taste buds sing. The oak has been kept in the background to emphasize the clean, racy flavors, although partial sur-lie aging adds creamy notes. Oysters and this wine would be a marriage made in heaven.",,89,18,California,Stags Leap District,Napa,,,Robert Mondavi 1998 Sauvignon Blanc (Stags Leap District),Sauvignon Blanc,Robert Mondavi
4748,US,"They took only the best fruit they could find for this expensive wine, and made only 1,280 cases of it. Using every Burgundian trick in the book, winemaker Steve Test has created a rich, creamy wine, long on smoky oak and yeasty lees, with impressive spice and fruit that veers toward peaches and more tropical notes.",Silhouette,89,55,California,California,California Other,,,Merryvale 1998 Silhouette Chardonnay (California),Chardonnay,Merryvale
4749,US,"Bright, forward fruit and spice characterize this very rich, complex wine. The aromas veer toward banana and ripe peach and pear, with oriental spices, vanilla, and toast. In the mouth, the flavors are fruity, with a leesy streak. High acidity makes it a little sharp, while the texture is creamy. All in all, it's very balanced, except for that sharpness, which a year or two of aging should mellow.",Beckstoffer Ranch,89,40,California,Napa Valley,Napa,,,Stag's Leap Wine Cellars 1998 Beckstoffer Ranch Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
4750,US,"The aromas are similar to the above wine, maybe a little less forward and earthier, but still dominated by tropical fruit and oaky complexities. It drinks quite a bit softer, though, with lower acidity, which makes it seem richer, fatter, and more user friendly. You can taste the pretty fruit on the finish.",Reserve,89,45,California,Napa Valley,Napa,,,Stag's Leap Wine Cellars 1998 Reserve Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
4751,US,"The lovely, lushly fruity nose features plenty of buttery, roasted walnut scents from new oak fermentation. Despite the oak, it retains its freshness and acid balance, keeping it lively through a long, toasty finish.",Otis Vineyard,89,50,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Winery 1998 Otis Vineyard Chardonnay (Yakima Valley),Chardonnay,Columbia Winery
4752,US,"On one level this is a straightforward wine, varietally correct with lemony flavors. It's very dry and tart, with some nutty, oily nuances from 12% Sémillon. However, it has that undefinable something that makes it elegant and interesting. You find yourself reaching for it when richer, oakier, lusher wines pall.",Reserve,89,22,California,California,California Other,,,Merryvale 1999 Reserve Sauvignon Blanc (California),Sauvignon Blanc,Merryvale
4753,US,"Blended with a small amount of Merlot (10%), this wine sends up a classic bouquet of cassis and berry, with a nice hint of mint. It’s well crafted, but tight and a little hard yet, especially in the finish. Built for aging.",Seven Hills Vineyard,89,25,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 1997 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills
4754,US,"Blueberries, plums, and especially cherries, with a lovely, soft, beguiling bouquet of rose blossoms and chocolate. Crisply structured, with tight fruit, soft tannins, and a medium-weight, extended finish.",Seven Hills Vineyard,89,25,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 1997 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills
4755,US,"The aromas are much more closed and dense than the regular bottling. Airing reveals plum, currant and cinnamon, and a good dose of toasty oak. Thick and dense, with fine fruit, intricate tannins, and oak. Delicious now, but will gain complexity with short-term aging. Only 329 cases produced.",Heritage Reserve,89,35,California,Carneros,Napa-Sonoma,,,Schug 1997 Heritage Reserve Merlot (Carneros),Merlot,Schug
4756,US,"Dark, rich, and ultraripe yet balanced, this wine has plenty of charm. You can taste the warm California sunshine in each ripe sip. All kinds of wild berry and dark stone-fruit flavors mingle with spices and herbs, with a smoky, oaky overlay. Not great wine, but completely satisfying, and one that most will find lip-smackingly delicious.",,89,18,California,Paso Robles,Central Coast,,,Bridlewood 1998 Syrah (Paso Robles),Syrah,Bridlewood
4757,US,"A new wine from a new winery. It's actually from a warm easterly section of Napa, Pope Valley, that seems to coax honeydew and watermelon flavors from the grapes. The wine, which is very dry, has been given the royal treatment, with barrel fermentation and extended lees aging, so there's that lovely creamy mouthfeel; malolactic fermentation softens it even more. Pretty lush stuff from a winery to watch.",,88,16,California,Napa Valley,Napa,,,Eagle & Rose Estate 1998 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Eagle & Rose Estate
4758,US,"Smells oakier and fruitier than the regular bottling, with pretty peach and green-apple notes. There's a fair amount of richness on the palate. The fruit is spicy and ripe, and the oak adds spice and a sappy sweetness. Very balanced and likable, and certainly a nice food wine.",Reserve,88,17,Washington,Yakima Valley,Columbia Valley,,,Hoodsport 1998 Reserve Chardonnay (Yakima Valley),Chardonnay,Hoodsport
4759,US,"Columbia's second-tier Syrah uses Red Willow fruit from young plantings. The wine has a lovely black-plum color, and it's softly scented with chocolate, pepper and berries. Youthful, vibrant and sharp-toned, with the tart fruit cloaked in smooth, chocolaty tannins.",,88,15,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Winery 1998 Syrah (Yakima Valley),Syrah,Columbia Winery
4760,Spain,"This is a textbook traditional Rioja, with dry spice, earth, light herbal notes and leather on the nose alongside cherry and plum scents. The palate is crisp, elegant and pure, with raspberry, vanilla, plum and leathery flavors. Modest complexity and elegance rise up on the finish. Drink through 2018.",Conde de Valdemar Reserva,90,20,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Valdemar 2007 Conde de Valdemar Reserva  (Rioja),Tempranillo Blend,Bodegas Valdemar
4761,US,"Blackberry, black currant, cassis, blueberry, dark chocolate and oak flavors mark this dry, tannic Cabernet. It shows real Oakville character, at a good price. Gets better and better as it breathes in the glass. Drink now–2015.",Lot 418,90,25,California,Oakville,Napa,,,Cameron Hughes 2011 Lot 418 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Cameron Hughes
4762,Italy,"This forward Brunello opens with a fruit and spice fragrance of ripe black berries, cinnamon and hot red pepper. The dense palate delivers fleshy black cherry, ripe black raspberry, black pepper and cake spices alongside dusty tannins.",,90,85,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Il Poggione 2009  Brunello di Montalcino,Sangiovese,Il Poggione
4763,Austria,"Inky, floral depth with the spice of French oak leads to a fullish but toned body full of dark elderberry and plum fruits. There's a dark, brooding subtext despite the obviously mellowing oak flavors and a core of spice that will fulfil its promise with some further time in bottle. The concentrated power here comes from partially dried grapes. The tannins are pliable and supple. Enjoy as of 2016.",Tricata,90,89,Weinland Österreich,,,Anne Krebiehl MW,@AnneInVino,Juris 2011 Tricata Red (Weinland Österreich),Austrian Red Blend,Juris
4764,US,"Voluptuous and savory, this Syrah is blended with 10% Viognier and the aromatics benefit as a result, a minerally mix of floral raspberry and vanilla. Earthy and leathery on the palate, it shows a taste of baked plum on the finish, as well as tobacco, a nice balance between Syrah's darker and brighter sides.",Alder Springs Vineyard Spirit Rock,90,40,California,Mendocino County,,Virginie Boone,@vboone,Kale 2009 Alder Springs Vineyard Spirit Rock Syrah (Mendocino County),Syrah,Kale
4765,Austria,"Freshly cut green pears and crunchy, ripe apples have immediate appeal. This fruity freshness continues on the sleek and super-clean palate, which leads to a refreshing, long finish.",Innere Bergen,90,21,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Zull 2012 Innere Bergen Riesling (Niederösterreich),Riesling,Zull
4766,France,"From an eight-acre vineyard, this is produced by the same team as Château Paloumey. Powerful and concentrated, it is also elegant, balancing its structure with good berry fruits and acidity. The tannins are still considerable, so drink from 2017.",,90,50,Bordeaux,Moulis-en-Médoc,,Roger Voss,@vossroger,Château La Garricq 2011  Moulis-en-Médoc,Bordeaux-style Red Blend,Château La Garricq
4767,France,"This is a delightfully perfumed wine, the second wine of Château L'Evangile. Smooth with ripe Merlot flavors, it's full and dense, conveying the sense that it will mature quickly. Drink from 2016.",Blason de l'Evangile,90,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château l'Évangile 2011 Blason de l'Evangile  (Pomerol),Bordeaux-style Red Blend,Château l'Évangile
4768,France,"A firm, dense wine, it currently shows plenty of dry tannins along with potentially ripe fruits. Already showing balance, it is developing into a complex, rich wine that will be full of black fruits and smoother tannins. Drink from 2017.",,90,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Saint-Estèphe 2011  Saint-Estèphe,Bordeaux-style Red Blend,Château Saint-Estèphe
4769,US,"Generous, sweetly perfumed aromas of melon and lemon oil lead into a wine with precision and penetration. Spicy, candied ginger complements the citrus and tropical fruit, and barrel fermentation gives it a gently buttery mouthfeel.",,90,24,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Coeur d'Alene 2012 Viognier (Washington),Viognier,Coeur d'Alene
4770,Italy,"This wine shows real depth, beginning with earthy aromas of underbrush, ripe berried fruit, blue flower and smidge of leather. The palate offers a core of black cherry accented with notes of baking spices and a hint of truffle alongside a solid tannic backbone and nervous acidity that restrains the berry richness. Drink 2016–2024.",,90,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Conti Costanti 2009  Brunello di Montalcino,Sangiovese,Conti Costanti
